User ID,Session ID,Event Time,Event,Device,Region,Channel,Product Category,Revenue,Bonus Flag
USR-04902,SES-04902,22:07.6,Browse,Desktop,West,Email,Beauty,0,Yes
USR-04902,SES-04902,25:07.6,Add to Cart,Desktop,West,Email,Beauty,0,Yes
USR-04902,SES-04902,30:07.6,Checkout,Desktop,West,Email,Beauty,0,Yes
USR-04902,SES-04902,33:07.6,Purchase,Desktop,West,Email,Beauty,397.92,No
USR-04903,SES-04903,50:19.5,Browse,Mobile,North,Social Media,Beauty,0,Yes
USR-04904,SES-04904,13:31.4,Browse,Mobile,North,Organic,Beauty,0,Yes
USR-04904,SES-04904,15:31.4,Add to Cart,Mobile,North,Organic,Beauty,0,Yes
USR-04904,SES-04904,18:31.4,Checkout,Mobile,North,Organic,Beauty,0,Yes
USR-04905,SES-04905,07:23.5,Browse,Mobile,West,Google Ads,Beauty,0,Yes
USR-04906,SES-04906,47:51.0,Browse,Desktop,West,Social Media,Home,0,Yes
USR-04907,SES-04907,40:25.8,Browse,Desktop,East,Email,Electronics,0,Yes
USR-04907,SES-04907,42:25.8,Add to Cart,Desktop,East,Email,Electronics,0,Yes
USR-04907,SES-04907,47:25.8,Checkout,Desktop,East,Email,Electronics,0,Yes
USR-04907,SES-04907,51:25.8,Purchase,Desktop,East,Email,Electronics,211.72,No
USR-04908,SES-04908,02:22.5,Browse,Desktop,North,Social Media,Sports,0,Yes
USR-04908,SES-04908,04:22.5,Add to Cart,Desktop,North,Social Media,Sports,0,Yes
USR-04908,SES-04908,07:22.5,Checkout,Desktop,North,Social Media,Sports,0,Yes
USR-04908,SES-04908,10:22.5,Purchase,Desktop,North,Social Media,Sports,208.95,No
USR-04909,SES-04909,23:01.7,Browse,Mobile,South,Google Ads,Home,0,Yes
USR-04909,SES-04909,26:01.7,Add to Cart,Mobile,South,Google Ads,Home,0,Yes
USR-04909,SES-04909,29:01.7,Checkout,Mobile,South,Google Ads,Home,0,Yes
USR-04910,SES-04910,40:08.1,Browse,Tablet,South,Social Media,Electronics,0,Yes
USR-04910,SES-04910,45:08.1,Add to Cart,Tablet,South,Social Media,Electronics,0,Yes
USR-04911,SES-04911,46:34.5,Browse,Mobile,South,Email,Home,0,Yes
USR-04912,SES-04912,33:41.8,Browse,Desktop,East,Organic,Home,0,Yes
USR-04912,SES-04912,37:41.8,Add to Cart,Desktop,East,Organic,Home,0,Yes
USR-04913,SES-04913,56:53.0,Browse,Tablet,West,Google Ads,Electronics,0,Yes
USR-04913,SES-04913,01:53.0,Add to Cart,Tablet,West,Google Ads,Electronics,0,Yes
USR-04913,SES-04913,06:53.0,Checkout,Tablet,West,Google Ads,Electronics,0,Yes
USR-04913,SES-04913,09:53.0,Purchase,Tablet,West,Google Ads,Electronics,73.24,No
USR-04914,SES-04914,16:24.3,Browse,Desktop,North,Google Ads,Sports,0,Yes
USR-04914,SES-04914,20:24.3,Add to Cart,Desktop,North,Google Ads,Sports,0,Yes
USR-04915,SES-04915,09:25.9,Browse,Tablet,North,Social Media,Electronics,0,Yes
USR-04916,SES-04916,14:21.4,Browse,Desktop,West,Google Ads,Home,0,Yes
USR-04916,SES-04916,18:21.4,Add to Cart,Desktop,West,Google Ads,Home,0,Yes
USR-04916,SES-04916,23:21.4,Checkout,Desktop,West,Google Ads,Home,0,Yes
USR-04917,SES-04917,27:09.4,Browse,Tablet,East,Social Media,Beauty,0,Yes
USR-04917,SES-04917,29:09.4,Add to Cart,Tablet,East,Social Media,Beauty,0,Yes
USR-04918,SES-04918,34:40.1,Browse,Desktop,West,Organic,Fashion,0,Yes
USR-04918,SES-04918,38:40.1,Add to Cart,Desktop,West,Organic,Fashion,0,Yes
USR-04918,SES-04918,42:40.1,Checkout,Desktop,West,Organic,Fashion,0,Yes
USR-04919,SES-04919,58:46.5,Browse,Mobile,East,Social Media,Home,0,Yes
USR-04920,SES-04920,33:24.0,Browse,Tablet,East,Social Media,Electronics,0,Yes
USR-04920,SES-04920,37:24.0,Add to Cart,Tablet,East,Social Media,Electronics,0,Yes
USR-04921,SES-04921,03:26.7,Browse,Tablet,North,Social Media,Fashion,0,Yes
USR-04922,SES-04922,44:02.3,Browse,Tablet,South,Social Media,Electronics,0,Yes
USR-04922,SES-04922,49:02.3,Add to Cart,Tablet,South,Social Media,Electronics,0,Yes
USR-04922,SES-04922,51:02.3,Checkout,Tablet,South,Social Media,Electronics,0,Yes
USR-04923,SES-04923,15:25.4,Browse,Desktop,West,Social Media,Home,0,Yes
USR-04923,SES-04923,20:25.4,Add to Cart,Desktop,West,Social Media,Home,0,Yes
USR-04924,SES-04924,41:42.2,Browse,Tablet,West,Email,Sports,0,Yes
USR-04924,SES-04924,44:42.2,Add to Cart,Tablet,West,Email,Sports,0,Yes
USR-04924,SES-04924,47:42.2,Checkout,Tablet,West,Email,Sports,0,Yes
USR-04925,SES-04925,25:51.0,Browse,Desktop,East,Social Media,Beauty,0,Yes
USR-04925,SES-04925,30:51.0,Add to Cart,Desktop,East,Social Media,Beauty,0,Yes
USR-04926,SES-04926,35:30.7,Browse,Mobile,East,Google Ads,Beauty,0,Yes
USR-04926,SES-04926,39:30.7,Add to Cart,Mobile,East,Google Ads,Beauty,0,Yes
USR-04927,SES-04927,50:08.2,Browse,Desktop,West,Email,Electronics,0,Yes
USR-04928,SES-04928,02:24.7,Browse,Mobile,North,Email,Electronics,0,Yes
USR-04929,SES-04929,51:44.5,Browse,Tablet,East,Organic,Beauty,0,Yes
USR-04930,SES-04930,29:19.1,Browse,Mobile,North,Google Ads,Fashion,0,Yes
USR-04930,SES-04930,31:19.1,Add to Cart,Mobile,North,Google Ads,Fashion,0,Yes
USR-04930,SES-04930,33:19.1,Checkout,Mobile,North,Google Ads,Fashion,0,Yes
USR-04931,SES-04931,05:24.7,Browse,Desktop,South,Social Media,Home,0,Yes
USR-04931,SES-04931,10:24.7,Add to Cart,Desktop,South,Social Media,Home,0,Yes
USR-04931,SES-04931,14:24.7,Checkout,Desktop,South,Social Media,Home,0,Yes
USR-04932,SES-04932,49:56.9,Browse,Desktop,West,Organic,Beauty,0,Yes
USR-04933,SES-04933,37:49.6,Browse,Desktop,South,Organic,Home,0,Yes
USR-04934,SES-04934,41:12.6,Browse,Mobile,South,Social Media,Beauty,0,Yes
USR-04934,SES-04934,45:12.6,Add to Cart,Mobile,South,Social Media,Beauty,0,Yes
USR-04935,SES-04935,34:17.4,Browse,Mobile,East,Google Ads,Fashion,0,Yes
USR-04935,SES-04935,39:17.4,Add to Cart,Mobile,East,Google Ads,Fashion,0,Yes
USR-04936,SES-04936,55:30.7,Browse,Tablet,West,Organic,Beauty,0,Yes
USR-04936,SES-04936,58:30.7,Add to Cart,Tablet,West,Organic,Beauty,0,Yes
USR-04937,SES-04937,36:21.3,Browse,Mobile,North,Email,Electronics,0,Yes
USR-04937,SES-04937,38:21.3,Add to Cart,Mobile,North,Email,Electronics,0,Yes
USR-04938,SES-04938,26:56.1,Browse,Desktop,South,Email,Beauty,0,Yes
USR-04938,SES-04938,29:56.1,Add to Cart,Desktop,South,Email,Beauty,0,Yes
USR-04939,SES-04939,44:16.0,Browse,Tablet,North,Email,Electronics,0,Yes
USR-04939,SES-04939,48:16.0,Add to Cart,Tablet,North,Email,Electronics,0,Yes
USR-04939,SES-04939,53:16.0,Checkout,Tablet,North,Email,Electronics,0,Yes
USR-04939,SES-04939,58:16.0,Purchase,Tablet,North,Email,Electronics,51.95,No
USR-04940,SES-04940,46:36.9,Browse,Desktop,North,Email,Beauty,0,Yes
USR-04940,SES-04940,50:36.9,Add to Cart,Desktop,North,Email,Beauty,0,Yes
USR-04941,SES-04941,27:58.0,Browse,Desktop,North,Organic,Beauty,0,Yes
USR-04941,SES-04941,31:58.0,Add to Cart,Desktop,North,Organic,Beauty,0,Yes
USR-04942,SES-04942,25:24.3,Browse,Mobile,East,Organic,Beauty,0,Yes
USR-04943,SES-04943,45:26.5,Browse,Desktop,North,Email,Home,0,Yes
USR-04944,SES-04944,31:49.9,Browse,Tablet,South,Social Media,Sports,0,Yes
USR-04945,SES-04945,09:04.6,Browse,Mobile,North,Social Media,Sports,0,Yes
USR-04945,SES-04945,12:04.6,Add to Cart,Mobile,North,Social Media,Sports,0,Yes
USR-04945,SES-04945,15:04.6,Checkout,Mobile,North,Social Media,Sports,0,Yes
USR-04946,SES-04946,09:33.6,Browse,Tablet,West,Social Media,Sports,0,Yes
USR-04946,SES-04946,13:33.6,Add to Cart,Tablet,West,Social Media,Sports,0,Yes
USR-04947,SES-04947,15:06.0,Browse,Desktop,South,Google Ads,Sports,0,Yes
USR-04947,SES-04947,18:06.0,Add to Cart,Desktop,South,Google Ads,Sports,0,Yes
USR-04947,SES-04947,20:06.0,Checkout,Desktop,South,Google Ads,Sports,0,Yes
USR-04948,SES-04948,23:04.6,Browse,Tablet,North,Email,Fashion,0,Yes
USR-04949,SES-04949,59:07.9,Browse,Desktop,North,Google Ads,Home,0,Yes
USR-04949,SES-04949,04:07.9,Add to Cart,Desktop,North,Google Ads,Home,0,Yes
USR-04949,SES-04949,09:07.9,Checkout,Desktop,North,Google Ads,Home,0,Yes
USR-04950,SES-04950,32:13.2,Browse,Tablet,West,Email,Fashion,0,Yes
USR-04951,SES-04951,41:38.8,Browse,Mobile,West,Google Ads,Home,0,Yes
USR-04951,SES-04951,44:38.8,Add to Cart,Mobile,West,Google Ads,Home,0,Yes
USR-04951,SES-04951,47:38.8,Checkout,Mobile,West,Google Ads,Home,0,Yes
USR-04951,SES-04951,50:38.8,Purchase,Mobile,West,Google Ads,Home,212.13,No
USR-04952,SES-04952,19:35.5,Browse,Tablet,West,Email,Electronics,0,Yes
USR-04952,SES-04952,22:35.5,Add to Cart,Tablet,West,Email,Electronics,0,Yes
USR-04952,SES-04952,27:35.5,Checkout,Tablet,West,Email,Electronics,0,Yes
USR-04952,SES-04952,30:35.5,Purchase,Tablet,West,Email,Electronics,365.66,No
USR-04953,SES-04953,19:47.6,Browse,Tablet,North,Google Ads,Electronics,0,Yes
USR-04954,SES-04954,04:04.5,Browse,Mobile,North,Organic,Electronics,0,Yes
USR-04954,SES-04954,06:04.5,Add to Cart,Mobile,North,Organic,Electronics,0,Yes
USR-04955,SES-04955,14:55.5,Browse,Tablet,South,Email,Sports,0,Yes
USR-04955,SES-04955,17:55.5,Add to Cart,Tablet,South,Email,Sports,0,Yes
USR-04955,SES-04955,20:55.5,Checkout,Tablet,South,Email,Sports,0,Yes
USR-04955,SES-04955,24:55.5,Purchase,Tablet,South,Email,Sports,227.71,No
USR-04956,SES-04956,07:19.7,Browse,Mobile,South,Google Ads,Electronics,0,Yes
USR-04956,SES-04956,10:19.7,Add to Cart,Mobile,South,Google Ads,Electronics,0,Yes
USR-04956,SES-04956,15:19.7,Checkout,Mobile,South,Google Ads,Electronics,0,Yes
USR-04957,SES-04957,55:28.6,Browse,Desktop,South,Organic,Fashion,0,Yes
USR-04957,SES-04957,00:28.6,Add to Cart,Desktop,South,Organic,Fashion,0,Yes
USR-04957,SES-04957,02:28.6,Checkout,Desktop,South,Organic,Fashion,0,Yes
USR-04957,SES-04957,04:28.6,Purchase,Desktop,South,Organic,Fashion,344.49,No
USR-04958,SES-04958,31:44.0,Browse,Tablet,West,Email,Beauty,0,Yes
USR-04959,SES-04959,52:08.1,Browse,Tablet,West,Email,Sports,0,Yes
USR-04959,SES-04959,56:08.1,Add to Cart,Tablet,West,Email,Sports,0,Yes
USR-04959,SES-04959,00:08.1,Checkout,Tablet,West,Email,Sports,0,Yes
USR-04960,SES-04960,19:03.6,Browse,Tablet,North,Organic,Fashion,0,Yes
USR-04960,SES-04960,22:03.6,Add to Cart,Tablet,North,Organic,Fashion,0,Yes
USR-04961,SES-04961,52:55.0,Browse,Mobile,West,Email,Beauty,0,Yes
USR-04961,SES-04961,56:55.0,Add to Cart,Mobile,West,Email,Beauty,0,Yes
USR-04962,SES-04962,09:12.7,Browse,Tablet,West,Google Ads,Fashion,0,Yes
USR-04963,SES-04963,03:47.7,Browse,Mobile,West,Organic,Home,0,Yes
USR-04963,SES-04963,05:47.7,Add to Cart,Mobile,West,Organic,Home,0,Yes
USR-04964,SES-04964,22:18.6,Browse,Mobile,South,Google Ads,Electronics,0,Yes
USR-04964,SES-04964,26:18.6,Add to Cart,Mobile,South,Google Ads,Electronics,0,Yes
USR-04964,SES-04964,30:18.6,Checkout,Mobile,South,Google Ads,Electronics,0,Yes
USR-04964,SES-04964,33:18.6,Purchase,Mobile,South,Google Ads,Electronics,413.19,No
USR-04965,SES-04965,42:43.6,Browse,Desktop,East,Google Ads,Fashion,0,Yes
USR-04965,SES-04965,45:43.6,Add to Cart,Desktop,East,Google Ads,Fashion,0,Yes
USR-04965,SES-04965,47:43.6,Checkout,Desktop,East,Google Ads,Fashion,0,Yes
USR-04966,SES-04966,30:49.4,Browse,Desktop,North,Social Media,Fashion,0,Yes
USR-04967,SES-04967,29:02.6,Browse,Desktop,East,Google Ads,Fashion,0,Yes
USR-04968,SES-04968,30:42.2,Browse,Mobile,North,Email,Home,0,Yes
USR-04968,SES-04968,35:42.2,Add to Cart,Mobile,North,Email,Home,0,Yes
USR-04969,SES-04969,49:00.9,Browse,Mobile,South,Organic,Sports,0,Yes
USR-04969,SES-04969,53:00.9,Add to Cart,Mobile,South,Organic,Sports,0,Yes
USR-04970,SES-04970,29:10.2,Browse,Mobile,West,Google Ads,Beauty,0,Yes
USR-04971,SES-04971,01:06.3,Browse,Mobile,West,Social Media,Fashion,0,Yes
USR-04971,SES-04971,04:06.3,Add to Cart,Mobile,West,Social Media,Fashion,0,Yes
USR-04971,SES-04971,08:06.3,Checkout,Mobile,West,Social Media,Fashion,0,Yes
USR-04971,SES-04971,12:06.3,Purchase,Mobile,West,Social Media,Fashion,220.06,No
USR-04972,SES-04972,38:28.2,Browse,Tablet,South,Email,Fashion,0,Yes
USR-04972,SES-04972,41:28.2,Add to Cart,Tablet,South,Email,Fashion,0,Yes
USR-04972,SES-04972,46:28.2,Checkout,Tablet,South,Email,Fashion,0,Yes
USR-04972,SES-04972,49:28.2,Purchase,Tablet,South,Email,Fashion,258.37,No
USR-04973,SES-04973,14:22.8,Browse,Tablet,East,Email,Sports,0,Yes
USR-04973,SES-04973,18:22.8,Add to Cart,Tablet,East,Email,Sports,0,Yes
USR-04974,SES-04974,43:49.6,Browse,Desktop,South,Google Ads,Electronics,0,Yes
USR-04974,SES-04974,46:49.6,Add to Cart,Desktop,South,Google Ads,Electronics,0,Yes
USR-04974,SES-04974,50:49.6,Checkout,Desktop,South,Google Ads,Electronics,0,Yes
USR-04975,SES-04975,13:18.5,Browse,Mobile,West,Social Media,Sports,0,Yes
USR-04975,SES-04975,15:18.5,Add to Cart,Mobile,West,Social Media,Sports,0,Yes
USR-04975,SES-04975,17:18.5,Checkout,Mobile,West,Social Media,Sports,0,Yes
USR-04975,SES-04975,20:18.5,Purchase,Mobile,West,Social Media,Sports,218.38,No
USR-04976,SES-04976,59:24.3,Browse,Mobile,North,Social Media,Beauty,0,Yes
USR-04976,SES-04976,04:24.3,Add to Cart,Mobile,North,Social Media,Beauty,0,Yes
USR-04976,SES-04976,09:24.3,Checkout,Mobile,North,Social Media,Beauty,0,Yes
USR-04977,SES-04977,25:54.4,Browse,Desktop,East,Email,Home,0,Yes
USR-04977,SES-04977,29:54.4,Add to Cart,Desktop,East,Email,Home,0,Yes
USR-04978,SES-04978,40:38.9,Browse,Mobile,South,Google Ads,Electronics,0,Yes
USR-04978,SES-04978,45:38.9,Add to Cart,Mobile,South,Google Ads,Electronics,0,Yes
USR-04978,SES-04978,50:38.9,Checkout,Mobile,South,Google Ads,Electronics,0,Yes
USR-04978,SES-04978,53:38.9,Purchase,Mobile,South,Google Ads,Electronics,428.12,No
USR-04979,SES-04979,37:20.9,Browse,Desktop,South,Google Ads,Fashion,0,Yes
USR-04979,SES-04979,41:20.9,Add to Cart,Desktop,South,Google Ads,Fashion,0,Yes
USR-04980,SES-04980,19:34.3,Browse,Mobile,West,Social Media,Electronics,0,Yes
USR-04980,SES-04980,21:34.3,Add to Cart,Mobile,West,Social Media,Electronics,0,Yes
USR-04980,SES-04980,23:34.3,Checkout,Mobile,West,Social Media,Electronics,0,Yes
USR-04981,SES-04981,47:36.3,Browse,Desktop,West,Social Media,Sports,0,Yes
USR-04981,SES-04981,49:36.3,Add to Cart,Desktop,West,Social Media,Sports,0,Yes
USR-04981,SES-04981,51:36.3,Checkout,Desktop,West,Social Media,Sports,0,Yes
USR-04982,SES-04982,03:52.3,Browse,Desktop,West,Social Media,Beauty,0,Yes
USR-04982,SES-04982,08:52.3,Add to Cart,Desktop,West,Social Media,Beauty,0,Yes
USR-04983,SES-04983,48:43.6,Browse,Mobile,North,Organic,Beauty,0,Yes
USR-04984,SES-04984,04:42.9,Browse,Tablet,East,Email,Home,0,Yes
USR-04984,SES-04984,07:42.9,Add to Cart,Tablet,East,Email,Home,0,Yes
USR-04985,SES-04985,27:25.8,Browse,Tablet,North,Email,Beauty,0,Yes
USR-04986,SES-04986,42:15.1,Browse,Tablet,South,Email,Beauty,0,Yes
USR-04987,SES-04987,27:56.7,Browse,Desktop,West,Organic,Sports,0,Yes
USR-04987,SES-04987,30:56.7,Add to Cart,Desktop,West,Organic,Sports,0,Yes
USR-04987,SES-04987,35:56.7,Checkout,Desktop,West,Organic,Sports,0,Yes
USR-04987,SES-04987,38:56.7,Purchase,Desktop,West,Organic,Sports,254.68,No
USR-04988,SES-04988,35:30.3,Browse,Mobile,East,Email,Electronics,0,Yes
USR-04988,SES-04988,37:30.3,Add to Cart,Mobile,East,Email,Electronics,0,Yes
USR-04988,SES-04988,41:30.3,Checkout,Mobile,East,Email,Electronics,0,Yes
USR-04989,SES-04989,26:41.9,Browse,Tablet,West,Google Ads,Sports,0,Yes
USR-04989,SES-04989,31:41.9,Add to Cart,Tablet,West,Google Ads,Sports,0,Yes
USR-04990,SES-04990,34:46.1,Browse,Tablet,North,Social Media,Fashion,0,Yes
USR-04991,SES-04991,24:11.8,Browse,Tablet,South,Organic,Beauty,0,Yes
USR-04991,SES-04991,29:11.8,Add to Cart,Tablet,South,Organic,Beauty,0,Yes
USR-04991,SES-04991,32:11.8,Checkout,Tablet,South,Organic,Beauty,0,Yes
USR-04992,SES-04992,01:40.7,Browse,Tablet,North,Organic,Fashion,0,Yes
USR-04993,SES-04993,13:14.5,Browse,Tablet,North,Organic,Sports,0,Yes
USR-04993,SES-04993,16:14.5,Add to Cart,Tablet,North,Organic,Sports,0,Yes
USR-04993,SES-04993,20:14.5,Checkout,Tablet,North,Organic,Sports,0,Yes
USR-04994,SES-04994,21:39.8,Browse,Tablet,North,Email,Beauty,0,Yes
USR-04994,SES-04994,24:39.8,Add to Cart,Tablet,North,Email,Beauty,0,Yes
USR-04995,SES-04995,21:51.5,Browse,Mobile,East,Google Ads,Beauty,0,Yes
USR-04995,SES-04995,24:51.5,Add to Cart,Mobile,East,Google Ads,Beauty,0,Yes
USR-04996,SES-04996,59:27.8,Browse,Desktop,East,Organic,Electronics,0,Yes
USR-04997,SES-04997,05:51.7,Browse,Desktop,North,Google Ads,Home,0,Yes
USR-04997,SES-04997,10:51.7,Add to Cart,Desktop,North,Google Ads,Home,0,Yes
USR-04997,SES-04997,12:51.7,Checkout,Desktop,North,Google Ads,Home,0,Yes
USR-04998,SES-04998,35:59.4,Browse,Desktop,South,Organic,Sports,0,Yes
USR-04999,SES-04999,14:05.9,Browse,Desktop,West,Social Media,Fashion,0,Yes
USR-05000,SES-05000,50:52.5,Browse,Mobile,West,Social Media,Fashion,0,Yes
USR-05000,SES-05000,52:52.5,Add to Cart,Mobile,West,Social Media,Fashion,0,Yes
USR-05001,SES-05001,48:11.9,Browse,Mobile,North,Social Media,Beauty,0,Yes
USR-05002,SES-05002,16:56.3,Browse,Mobile,South,Organic,Fashion,0,Yes
USR-05002,SES-05002,18:56.3,Add to Cart,Mobile,South,Organic,Fashion,0,Yes
USR-05003,SES-05003,03:31.6,Browse,Tablet,West,Social Media,Electronics,0,Yes
USR-05003,SES-05003,07:31.6,Add to Cart,Tablet,West,Social Media,Electronics,0,Yes
USR-05003,SES-05003,10:31.6,Checkout,Tablet,West,Social Media,Electronics,0,Yes
USR-05004,SES-05004,57:13.4,Browse,Mobile,West,Email,Sports,0,Yes
USR-05004,SES-05004,01:13.4,Add to Cart,Mobile,West,Email,Sports,0,Yes
USR-05005,SES-05005,34:54.5,Browse,Desktop,North,Organic,Fashion,0,Yes
USR-05005,SES-05005,36:54.5,Add to Cart,Desktop,North,Organic,Fashion,0,Yes
USR-05006,SES-05006,53:46.8,Browse,Tablet,West,Google Ads,Home,0,Yes
USR-05007,SES-05007,22:54.7,Browse,Desktop,West,Email,Electronics,0,Yes
USR-05007,SES-05007,26:54.7,Add to Cart,Desktop,West,Email,Electronics,0,Yes
USR-05007,SES-05007,29:54.7,Checkout,Desktop,West,Email,Electronics,0,Yes
USR-05008,SES-05008,45:02.8,Browse,Mobile,North,Google Ads,Beauty,0,Yes
USR-05008,SES-05008,47:02.8,Add to Cart,Mobile,North,Google Ads,Beauty,0,Yes
USR-05008,SES-05008,51:02.8,Checkout,Mobile,North,Google Ads,Beauty,0,Yes
USR-05009,SES-05009,17:26.2,Browse,Mobile,East,Social Media,Home,0,Yes
USR-05009,SES-05009,22:26.2,Add to Cart,Mobile,East,Social Media,Home,0,Yes
USR-05010,SES-05010,34:55.8,Browse,Desktop,North,Social Media,Fashion,0,Yes
USR-05010,SES-05010,36:55.8,Add to Cart,Desktop,North,Social Media,Fashion,0,Yes
USR-05011,SES-05011,43:11.1,Browse,Mobile,East,Email,Sports,0,Yes
USR-05011,SES-05011,46:11.1,Add to Cart,Mobile,East,Email,Sports,0,Yes
USR-05011,SES-05011,49:11.1,Checkout,Mobile,East,Email,Sports,0,Yes
USR-05011,SES-05011,54:11.1,Purchase,Mobile,East,Email,Sports,319.06,No
USR-05012,SES-05012,53:06.5,Browse,Desktop,North,Organic,Beauty,0,Yes
USR-05013,SES-05013,17:49.2,Browse,Mobile,North,Google Ads,Beauty,0,Yes
USR-05013,SES-05013,19:49.2,Add to Cart,Mobile,North,Google Ads,Beauty,0,Yes
USR-05014,SES-05014,29:14.4,Browse,Desktop,East,Google Ads,Fashion,0,Yes
USR-05014,SES-05014,32:14.4,Add to Cart,Desktop,East,Google Ads,Fashion,0,Yes
USR-05014,SES-05014,37:14.4,Checkout,Desktop,East,Google Ads,Fashion,0,Yes
USR-05015,SES-05015,31:10.1,Browse,Mobile,East,Google Ads,Fashion,0,Yes
USR-05015,SES-05015,33:10.1,Add to Cart,Mobile,East,Google Ads,Fashion,0,Yes
USR-05015,SES-05015,36:10.1,Checkout,Mobile,East,Google Ads,Fashion,0,Yes
USR-05015,SES-05015,39:10.1,Purchase,Mobile,East,Google Ads,Fashion,381.29,No
USR-05016,SES-05016,10:46.5,Browse,Tablet,South,Email,Sports,0,Yes
USR-05016,SES-05016,13:46.5,Add to Cart,Tablet,South,Email,Sports,0,Yes
USR-05016,SES-05016,16:46.5,Checkout,Tablet,South,Email,Sports,0,Yes
USR-05017,SES-05017,53:09.5,Browse,Mobile,West,Organic,Beauty,0,Yes
USR-05017,SES-05017,57:09.5,Add to Cart,Mobile,West,Organic,Beauty,0,Yes
USR-05018,SES-05018,46:33.8,Browse,Mobile,West,Google Ads,Electronics,0,Yes
USR-05018,SES-05018,51:33.8,Add to Cart,Mobile,West,Google Ads,Electronics,0,Yes
USR-05018,SES-05018,56:33.8,Checkout,Mobile,West,Google Ads,Electronics,0,Yes
USR-05019,SES-05019,24:28.8,Browse,Tablet,South,Social Media,Home,0,Yes
USR-05020,SES-05020,48:15.2,Browse,Desktop,South,Organic,Home,0,Yes
USR-05020,SES-05020,53:15.2,Add to Cart,Desktop,South,Organic,Home,0,Yes
USR-05021,SES-05021,34:00.1,Browse,Mobile,South,Google Ads,Fashion,0,Yes
USR-05021,SES-05021,39:00.1,Add to Cart,Mobile,South,Google Ads,Fashion,0,Yes
USR-05021,SES-05021,41:00.1,Checkout,Mobile,South,Google Ads,Fashion,0,Yes
USR-05022,SES-05022,38:40.8,Browse,Tablet,South,Email,Home,0,Yes
USR-05023,SES-05023,33:33.8,Browse,Mobile,West,Email,Home,0,Yes
USR-05023,SES-05023,38:33.8,Add to Cart,Mobile,West,Email,Home,0,Yes
USR-05023,SES-05023,40:33.8,Checkout,Mobile,West,Email,Home,0,Yes
USR-05024,SES-05024,04:50.5,Browse,Tablet,East,Social Media,Sports,0,Yes
USR-05024,SES-05024,08:50.5,Add to Cart,Tablet,East,Social Media,Sports,0,Yes
USR-05025,SES-05025,42:08.4,Browse,Mobile,South,Email,Sports,0,Yes
USR-05025,SES-05025,47:08.4,Add to Cart,Mobile,South,Email,Sports,0,Yes
USR-05025,SES-05025,50:08.4,Checkout,Mobile,South,Email,Sports,0,Yes
USR-05026,SES-05026,33:16.9,Browse,Mobile,South,Organic,Fashion,0,Yes
USR-05026,SES-05026,38:16.9,Add to Cart,Mobile,South,Organic,Fashion,0,Yes
USR-05027,SES-05027,04:04.3,Browse,Mobile,East,Google Ads,Beauty,0,Yes
USR-05028,SES-05028,55:10.5,Browse,Mobile,North,Social Media,Beauty,0,Yes
USR-05029,SES-05029,24:55.0,Browse,Desktop,West,Google Ads,Beauty,0,Yes
USR-05029,SES-05029,26:55.0,Add to Cart,Desktop,West,Google Ads,Beauty,0,Yes
USR-05029,SES-05029,28:55.0,Checkout,Desktop,West,Google Ads,Beauty,0,Yes
USR-05029,SES-05029,32:55.0,Purchase,Desktop,West,Google Ads,Beauty,401.95,No
USR-05030,SES-05030,14:03.8,Browse,Desktop,North,Organic,Beauty,0,Yes
USR-05030,SES-05030,18:03.8,Add to Cart,Desktop,North,Organic,Beauty,0,Yes
USR-05030,SES-05030,20:03.8,Checkout,Desktop,North,Organic,Beauty,0,Yes
USR-05031,SES-05031,47:42.2,Browse,Tablet,West,Google Ads,Beauty,0,Yes
USR-05031,SES-05031,51:42.2,Add to Cart,Tablet,West,Google Ads,Beauty,0,Yes
USR-05031,SES-05031,54:42.2,Checkout,Tablet,West,Google Ads,Beauty,0,Yes
USR-05032,SES-05032,39:54.7,Browse,Desktop,West,Email,Electronics,0,Yes
USR-05032,SES-05032,42:54.7,Add to Cart,Desktop,West,Email,Electronics,0,Yes
USR-05033,SES-05033,15:29.0,Browse,Mobile,West,Social Media,Home,0,Yes
USR-05033,SES-05033,17:29.0,Add to Cart,Mobile,West,Social Media,Home,0,Yes
USR-05033,SES-05033,21:29.0,Checkout,Mobile,West,Social Media,Home,0,Yes
USR-05034,SES-05034,21:04.7,Browse,Desktop,South,Social Media,Beauty,0,Yes
USR-05034,SES-05034,26:04.7,Add to Cart,Desktop,South,Social Media,Beauty,0,Yes
USR-05034,SES-05034,28:04.7,Checkout,Desktop,South,Social Media,Beauty,0,Yes
USR-05034,SES-05034,30:04.7,Purchase,Desktop,South,Social Media,Beauty,339.25,No
USR-05035,SES-05035,08:36.9,Browse,Tablet,East,Social Media,Beauty,0,Yes
USR-05036,SES-05036,47:17.6,Browse,Desktop,South,Email,Fashion,0,Yes
USR-05036,SES-05036,49:17.6,Add to Cart,Desktop,South,Email,Fashion,0,Yes
USR-05037,SES-05037,30:48.2,Browse,Mobile,West,Social Media,Sports,0,Yes
USR-05038,SES-05038,56:34.0,Browse,Mobile,East,Email,Beauty,0,Yes
USR-05038,SES-05038,58:34.0,Add to Cart,Mobile,East,Email,Beauty,0,Yes
USR-05038,SES-05038,00:34.0,Checkout,Mobile,East,Email,Beauty,0,Yes
USR-05039,SES-05039,19:43.2,Browse,Tablet,South,Social Media,Beauty,0,Yes
